"41","The shrimp tender and moist.","Positive"
"42","There is not a deal good enough that would drag me into that establishment again.","Negative"
"43","Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.","Negative"
"44","On a positive note, our server was very attentive and provided great service.","Positive"
"45","Frozen pucks of disgust, with some of the worst people behind the register.","Negative"
"46","The only thing I did like was the prime rib and dessert section.","Positive"
"47","It's too bad the food is so damn generic.","Negative"
"48","The burger is good beef, cooked just right.","Positive"
"49","If you want a sandwich just go to any Firehouse!!!!!","Positive"
"50","My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.","Positive"
"51","We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.","Positive"
"52","He came running after us when he realized my husband had left his sunglasses on the table.","Positive"
"53","Their chow mein is so good!","Positive"
"54","They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.","Negative"
"55","The portion was huge!","Positive"
"56","Loved it...friendly servers, great food, wonderful and imaginative menu.","Positive"
"57","The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.","Negative"
"58","Not much seafood and like 5 strings of pasta at the bottom.","Negative"
"59","The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.","Positive"
"60","The ripped banana was not only ripped, but petrified and tasteless.","Negative"
"61","At least think to refill my water before I struggle to wave you over for 10 minutes.","Negative"
"62","This place receives stars for their APPETIZERS!!!","Positive"
"63","The cocktails are all handmade and delicious.","Positive"
"64","We'd definitely go back here again.","Positive"
"65","We are so glad we found this place.","Positive"
"66","Great food and service, huge portions and they give a military discount.","Positive"
"67","Always a great time at Dos Gringos!","Positive"
"68","Update.....went back for a second time and it was still just as amazing","Positive"
"69","We got the food and apparently they have never heard of salt and the batter on the fish was chewy.","Negative"
"70","A great way to finish a great.","Positive"
"71","The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.","Positive"
"72","- Really, really good rice, all the time.","Positive"
"73","The service was meh.","Negative"
"74","It took over 30 min to get their milkshake, which was nothing more than chocolate milk.","Negative"
"75","I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.","Negative"
"76","The scallop dish is quite appalling for value as well.","Negative"
"77","2 times - Very Bad Customer Service !","Negative"
"78","The sweet potato fries were very good and seasoned well.","Positive"
"79","Today is the second time I've been to their lunch buffet and it was pretty good.","Positive"
"80","There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.","Negative"
"81","Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.","Negative"
"82","walked in and the place smelled like an old grease trap and only 2 others there eating.","Negative"
"83","The turkey and roast beef were bland.","Negative"
"84","This place has it!","Positive"
"85","The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.","Negative"
"86","I love the Pho and the spring rolls oh so yummy you have to try.","Positive"
"87","The poor batter to meat ratio made the chicken tenders very unsatisfying.","Negative"
"88","All I have to say is the food was amazing!!!","Positive"
"89","Omelets are to die for!","Positive"
"90","Everything was fresh and delicious!","Positive"
"91","In summary, this was a largely disappointing dining experience.","Negative"
"92","It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.","Positive"
"93","Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!","Negative"
"94","Best breakfast buffet!!!","Positive"
"95","say bye bye to your tip lady!","Negative"
"96","We'll never go again.","Negative"
"97","Will be back again!","Positive"
"98","Food arrived quickly!","Positive"
"99","It was not good.","Negative"
"100","On the up side, their cafe serves really good food.","Positive"
"101","Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!","Positive"
"102","The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.","Positive"
"103","Best Buffet in town, for the price you cannot beat it.","Positive"
"104","I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.","Positive"
"105","This is one of the better buffets that I have been to.","Positive"
"106","So we went to Tigerlilly and had a fantastic afternoon!","Positive"
"107","The food was delicious, our bartender was attentive and personable AND we got a great deal!","Positive"
"108","The ambience is wonderful and there is music playing.","Positive"
"109","Will go back next trip out.","Positive"
"110","Sooooo good!!","Positive"
"111","REAL sushi lovers, let's be honest - Yama is not that good.","Negative"
"112","At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.","Negative"
"113","This is a really fantastic Thai restaurant which is definitely worth a visit.","Positive"
"114","Nice, spicy and tender.","Positive"
"115","Good prices.","Positive"
"116","Check it out.","Positive"
"117","It was pretty gross!","Negative"
"118","I've had better atmosphere.","Negative"
"119","Kind of hard to mess up a steak but they did.","Negative"
"120","Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.","Negative"
"121","I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.","Negative"
"122","Worst service to boot, but that is the least of their worries.","Negative"
"123","Service was fine and the waitress was friendly.","Positive"
"124","The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.","Positive"
"125","We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.","Positive"
"126","Host staff were, for lack of a better word, BITCHES!","Negative"
"127","Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...","Negative"
"128","Phenomenal food, service and ambiance.","Positive"
"129","I wouldn't return.","Negative"
"130","Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.","Positive"
"131","This place is way too overpriced for mediocre food.","Negative"
"132","Penne vodka excellent!","Positive"
"133","They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.","Positive"
"134","The management is rude.","Negative"
"135","Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.","Positive"
"136","Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.","Positive"
"137","I had a seriously solid breakfast here.","Positive"
"138","This is one of the best bars with food in Vegas.","Positive"
"139","He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.","Negative"
"140","My drink was never empty and he made some really great menu suggestions.","Positive"
"141","Don't do it!!!!","Negative"
"142","The waiter wasn't helpful or friendly and rarely checked on us.","Negative"
"143","My husband and I ate lunch here and were very disappointed with the food and service.","Negative"
"144","And the red curry had so much bamboo shoots and wasn't very tasty to me.","Negative"
"145","Nice blanket of moz over top but i feel like this was done to cover up the subpar food.","Positive"
"146","The bathrooms are clean and the place itself is well decorated.","Positive"
"147","The menu is always changing, food quality is going down & service is extremely slow.","Negative"
"148","The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.","Negative"
"149","I give it 2 thumbs down","Negative"
"150","We watched our waiter pay a lot more attention to other tables and ignore us.","Negative"
"151","My fiancé and I came in the middle of the day and we were greeted and seated right away.","Positive"
"152","This is a great restaurant at the Mandalay Bay.","Positive"
"153","We waited for forty five minutes in vain.","Negative"
"154","Crostini that came with the salad was stale.","Negative"
"155","Some highlights : Great quality nigiri here!","Positive"
"156","the staff is friendly and the joint is always clean.","Positive"
"157","this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.","Positive"
"158","I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.","Positive"
"159","this place is good.","Positive"
"160","Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.","Negative"
"161","I came back today since they relocated and still not impressed.","Negative"
"162","I was seated immediately.","Positive"
"163","Their menu is diverse, and reasonably priced.","Positive"
"164","Avoid at all cost!","Negative"
"165","Restaurant is always full but never a wait.","Positive"
"166","DELICIOUS!!","Positive"
"167","This place is hands-down one of the best places to eat in the Phoenix metro area.","Positive"
"168","So don't go there if you are looking for good food...","Negative"
"169","I've never been treated so bad.","Negative"
"170","Bacon is hella salty.","Positive"
"171","We also ordered the spinach and avocado salad",NA
"172","0",NA
"173","This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.","Positive"
"174","The waitresses are very friendly.","Positive"
"175","Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!","Positive"
"176","Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.","Positive"
"177","Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.","Negative"
"178","The service here leaves a lot to be desired.","Negative"
"179","The atmosphere is modern and hip, while maintaining a touch of coziness.","Positive"
"180","Not a weekly haunt, but definitely a place to come back to every once in a while.","Positive"
"181","We literally sat there for 20 minutes with no one asking to take our order.","Negative"
"182","The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.","Negative"
"183","I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.","Negative"
"184","I dressed up to be treated so rudely!","Negative"
"185","It was probably dirt.","Negative"
"186","Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.","Positive"
"187","I ordered the Lemon raspberry ice cocktail which was also incredible.","Positive"
"188","The food sucked, which we expected but it sucked more than we could have imagined.","Negative"
"189","Interesting decor.","Positive"
"190","What I really like there is the crepe station.","Positive"
"191","Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.","Positive"
"192","you can watch them preparing the delicious food!)","Positive"
"193","Both of the egg rolls were fantastic.","Positive"
"194","When my order arrived, one of the gyros was missing.","Negative"
"195","I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.","Positive"
"196","I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.","Negative"
"197","The best place to go for a tasty bowl of Pho!","Positive"
"198","The live music on Fridays totally blows.","Negative"
"199","I've never been more insulted or felt disrespected.","Negative"
"200","Very friendly staff.","Positive"
"201","It is worth the drive.","Positive"
"202","I had heard good things about this place, but it exceeding every hope I could have dreamed of.","Positive"
"203","Food was great and so was the serivce!","Positive"
"204","The warm beer didn't help.","Negative"
"205","Great brunch spot.","Positive"
"206","Service is friendly and inviting.","Positive"
"207","Very good lunch spot.","Positive"
"208","I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.","Negative"
"209","The WORST EXPERIENCE EVER.","Negative"
"210","Must have been an off night at this place.","Negative"
"211","The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.","Positive"
"212","If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.","Negative"
"213","For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.","Negative"
"214","My friend loved the salmon tartar.","Positive"
"215","Won't go back.","Negative"
"216","Extremely Tasty!","Positive"
"217","Waitress was good though!","Positive"
"218","Soggy and not good.","Negative"
"219","The Jamaican mojitos are delicious.","Positive"
"220","Which are small and not worth the price.","Negative"
"221","- the food is rich so order accordingly.","Positive"
"222","The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!","Negative"
"223","The service was a bit lacking.","Negative"
"224","Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.","Negative"
"225","Hopefully this bodes for them going out of business and someone who can cook can come in.","Negative"
"226","It was either too cold, not enough flavor or just bad.","Negative"
"227","I loved the bacon wrapped dates.","Positive"
"228","This is an unbelievable BARGAIN!","Positive"
"229","The folks at Otto always make us feel so welcome and special.","Positive"
"230","As for the mains, also uninspired.","Negative"
"231","This is the place where I first had pho and it was amazing!!","Positive"
"232","This wonderful experience made this place a must-stop whenever we are in town again.","Positive"
"233","If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.","Negative"
"234","Very very fun chef.","Positive"
"235","Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.","Negative"
"236","Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.","Positive"
"237","If it were possible to give them zero stars, they'd have it.","Negative"
"238","The descriptions said yum yum sauce and another said eel sauce, yet another said spicy mayo...well NONE of the rolls had sauces on them.","Negative"
"239","I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).","Positive"
"240","If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.","Negative"
"241","Everyone is very attentive, providing excellent customer service.","Positive"
"242","Horrible - don't waste your time and money.","Negative"
"243","Now this dish was quite flavourful.","Positive"
"244","By this time our side of the restaurant was almost empty so there was no excuse.","Negative"
"245","(It wasn't busy either) Also, the building was FREEZING cold.","Negative"
"246","like the other reviewer said you couldn't pay me to eat at this place again.","Negative"
"247","-Drinks took close to 30 minutes to come out at one point.","Negative"
"248","Seriously flavorful delights, folks.","Positive"
"249","Much better than the other AYCE sushi place I went to in Vegas.","Positive"
"250","The lighting is just dark enough to set the mood.","Positive"
"251","Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.","Negative"
"252","Owner's are really great people.!","Positive"
"253","There is nothing privileged about working/eating there.","Negative"
"254","The Greek dressing was very creamy and flavorful.","Positive"
"255","Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.","Negative"
"256","Now the pizza itself was good the peanut sauce was very tasty.","Positive"
"257","We had 7 at our table and the service was pretty fast.","Positive"
"258","Fantastic service here.","Positive"
"259","I as well would've given godfathers zero stars if possible.","Negative"
"260","They know how to make them here.","Positive"
"261","very tough and very short on flavor!","Negative"
"262","I hope this place sticks around.","Positive"
"263","I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.","Negative"
"264","The restaurant atmosphere was exquisite.","Positive"
"265","Good service, very clean, and inexpensive, to boot!","Positive"
"266","The seafood was fresh and generous in portion.","Positive"
"267","Plus, it's only 8 bucks.","Positive"
"268","The service was not up to par, either.","Negative"
"269","Thus far, have only visited twice and the food was absolutely delicious each time.","Positive"
"270","Just as good as when I had it more than a year ago!","Positive"
"271","For a self proclaimed coffee cafe, I was wildly disappointed.","Negative"
"272","The Veggitarian platter is out of this world!","Positive"
"273","You cant go wrong with any of the food here.","Positive"
"274","You can't beat that.","Positive"
"275","Stopped by this place while in Madison for the Ironman, very friendly, kind staff.","Positive"
"276","The chefs were friendly and did a good job.","Positive"
"277","I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.","Negative"
"278","I liked the patio and the service was outstanding.","Positive"
"279","The goat taco didn't skimp on the meat and wow what FLAVOR!","Positive"
"280","I think not again","Negative"
"281","I had the mac salad and it was pretty bland so I will not be getting that again.","Negative"
"282","I went to Bachi Burger on a friend's recommendation and was not disappointed.","Positive"
"283","Service stinks here!","Negative"
"284","I waited and waited.","Negative"
"285","This place is not quality sushi, it is not a quality restaurant.","Negative"
"286","I would definitely recommend the wings as well as the pizza.","Positive"
"287","Great Pizza and Salads!","Positive"
"288","Things that went wrong: - They burned the saganaki.","Negative"
"289","We waited an hour for what was a breakfast I could have done 100 times better at home.","Negative"
"290","This place is amazing!","Positive"
"291","I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.","Negative"
"292","Waited 2 hours & never got either of our pizzas as many other around us who came in later did!","Negative"
"293","Just don't know why they were so slow.","Negative"
"294","The staff is great, the food is delish, and they have an incredible beer selection.","Positive"
"295","I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.","Negative"
"296","I didn't know pulled pork could be soooo delicious.","Positive"
"297","You get incredibly fresh fish, prepared with care.","Positive"
"298","Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.","Negative"
"299","I love the fact that everything on their menu is worth it.","Positive"
"300","Never again will I be dining at this place!","Negative"
"301","The food was excellent and service was very good.","Positive"
"302","Good beer & drink selection and good food selection.","Positive"
"303","Please stay away from the shrimp stir fried noodles.","Negative"
"304","The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.","Negative"
"305","Food was really boring.","Negative"
"306","Good Service-check!","Positive"
"307","This greedy corporation will NEVER see another dime from me!","Negative"
"308","Will never, ever go back.","Negative"
"309","As much as I'd like to go back, I can't get passed the atrocious service and will never return.","Negative"
"310","In the summer, you can dine in a charming outdoor patio - so very delightful.","Positive"
"311","I did not expect this to be so good!","Positive"
"312","Fantastic food!","Positive"
"313","She ordered a toasted English muffin that came out untoasted.","Negative"
"314","The food was very good.","Positive"
"315","Never going back.","Negative"
"316","Great food for the price, which is very high quality and house made.","Positive"
"317","The bus boy on the other hand was so rude.","Negative"
"318","By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.","Negative"
"319","Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.","Positive"
"320","And considering the two of us left there very full and happy for about $20, you just can't go wrong.","Positive"
"321","All the bread is made in-house!","Positive"
"322","The only downside is the service.","Negative"
"323","Also, the fries are without a doubt the worst fries I've ever had.","Negative"
"324","Service was exceptional and food was a good as all the reviews.","Positive"
"325","A couple of months later, I returned and had an amazing meal.","Positive"
"326","Favorite place in town for shawarrrrrrma!!!!!!","Positive"
"327","The black eyed peas and sweet potatoes... UNREAL!","Positive"
"328","You won't be disappointed.","Positive"
"329","They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.","Positive"
"330","I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.","Negative"
"331","When my mom and I got home she immediately got sick and she only had a few bites of salad.","Negative"
"332","The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.","Negative"
"333","Both of them were truly unbelievably good, and I am so glad we went back.","Positive"
"334","We had fantastic service, and were pleased by the atmosphere.","Positive"
"335","Everything was gross.","Negative"
"336","I love this place.","Positive"
"337","Great service and food.","Positive"
"338","First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!","Negative"
"339","The burger... I got the Gold Standard a $17 burger and was kind of disappointed.","Negative"
"340","OMG, the food was delicioso!","Positive"
"341","There is nothing authentic about this place.","Negative"
"342","the spaghetti is nothing special whatsoever.","Negative"
"343","Of all the dishes, the salmon was the best, but all were great.","Positive"
"344","The vegetables are so fresh and the sauce feels like authentic Thai.","Positive"
"345","It's worth driving up from Tucson!","Positive"
"346","The selection was probably the worst I've seen in Vegas.....there was none.","Negative"
"347","Pretty good beer selection too.","Positive"
"348","This place is like Chipotle, but BETTER.","Positive"
"349","Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!","Positive"
"350","5 stars for the brick oven bread app!","Positive"
"351","I have eaten here multiple times, and each time the food was delicious.","Positive"
"352","We sat another ten minutes and finally gave up and left.","Negative"
"353","He was terrible!","Negative"
"354","Everyone is treated equally special.","Positive"
"355","It shouldn't take 30 min for pancakes and eggs.","Negative"
"356","It was delicious!!!","Positive"
"357","On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.","Positive"
"358","Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.","Negative"
"359","As always the evening was wonderful and the food delicious!","Positive"
"360","Best fish I've ever had in my life!","Positive"
"361","(The bathroom is just next door and very nice.)","Positive"
"362","The buffet is small and all the food they offered was BLAND.","Negative"
"363","This is an Outstanding little restaurant with some of the Best Food I have ever tasted.","Positive"
"364","Pretty cool I would say.","Positive"
"365","Definitely a turn off for me & i doubt I'll be back unless someone else is buying.","Negative"
"366","Server did a great job handling our large rowdy table.","Positive"
"367","I find wasting food to be despicable, but this just wasn't food.","Negative"
"368","My wife had the Lobster Bisque soup which was lukewarm.","Negative"
"369","Would come back again if I had a sushi craving while in Vegas.","Positive"
"370","The staff are great, the ambiance is great.","Positive"
"371","He deserves 5 stars.","Positive"
"372","I left with a stomach ache and felt sick the rest of the day.","Negative"
"373","They dropped more than the ball.","Negative"
"374","The dining space is tiny, but elegantly decorated and comfortable.","Positive"
"375","They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!","Positive"
"376","And the beans and rice were mediocre at best.","Negative"
"377","Best tacos in town by far!!","Positive"
"378","I took back my money and got outta there.","Negative"
"379","In an interesting part of town, this place is amazing.","Positive"
"380","RUDE & INCONSIDERATE MANAGEMENT.","Negative"
"381","The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.","Negative"
"382","I won't be back.","Negative"
"383","They have great dinners.","Positive"
"384","The service was outshining & I definitely recommend the Halibut.","Positive"
"385","The food was terrible.","Negative"
"386","WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.","Negative"
"387","I don't recommend unless your car breaks down in front of it and you are starving.","Negative"
"388","I will come back here every time I'm in Vegas.","Positive"
"389","This place deserves one star and 90% has to do with the food.","Negative"
"390","This is a disgrace.","Negative"
"391","Def coming back to bowl next time","Positive"
"392","If you want healthy authentic or ethic food, try this place.","Positive"
"393","I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (",NA
"394","1",NA
"395","I have been here several times in the past, and the experience has always been great.","Positive"
"396","We walked away stuffed and happy about our first Vegas buffet experience.","Positive"
"397","Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.","Positive"
"398","To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.","Positive"
"399","I'm probably one of the few people to ever go to Ians and not like it.","Negative"
"400","Kids pizza is always a hit too with lots of great side dish options for the kiddos!","Positive"
"401","Service is perfect and the family atmosphere is nice to see.","Positive"
"402","Cooked to perfection and the service was impeccable.","Positive"
"403","This one is simply a disappointment.","Negative"
"404","Overall, I was very disappointed with the quality of food at Bouchon.","Negative"
"405","I don't have to be an accountant to know I'm getting screwed!","Negative"
"406","Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.","Positive"
"407","Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.","Positive"
"408","Left very frustrated.","Negative"
"409","I'll definitely be in soon again.","Positive"
"410","Food was really good and I got full petty fast.","Positive"
"411","Service was fantastic.","Positive"
"412","TOTAL WASTE OF TIME.","Negative"
"413","I don't know what kind it is but they have the best iced tea.","Positive"
"414","Come hungry, leave happy and stuffed!","Positive"
"415","For service, I give them no stars.","Negative"
"416","I can assure you that you won't be disappointed.","Positive"
"417","I can take a little bad service but the food sucks.","Negative"
"418","Gave up trying to eat any of the crust (teeth still sore).","Negative"
"419","But now I was completely grossed out.","Negative"
"420","I really enjoyed eating here.","Positive"
"421","First time going but I think I will quickly become a regular.","Positive"
"422","Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.","Positive"
"423","From what my dinner companions told me...everything was very fresh with nice texture and taste.","Positive"
"424","On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.","Negative"
"425","Furthermore, you can't even find hours of operation on the website!","Negative"
"426","We've tried to like this place but after 10+ times I think we're done with them.","Negative"
"427","What a mistake that was!","Negative"
"428","No complaints!","Positive"
"429","This is some seriously good pizza and I'm an expert/connisseur on the topic.","Positive"
"430","Waiter was a jerk.","Negative"
"431","Strike 2, who wants to be rushed.","Negative"
"432","These are the nicest restaurant owners I've ever come across.","Positive"
"433","I never come again.","Negative"
"434","We loved the biscuits!!!","Positive"
"435","Service is quick and friendly.","Positive"
"436","Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.","Negative"
"437","So absolutley fantastic.","Positive"
"438","It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.","Negative"
"439","definitely will come back here again.","Positive"
"440","I like Steiners because it's dark and it feels like a bar.","Positive"
"441","Wow very spicy but delicious.","Positive"
"442","If you're not familiar, check it out.","Positive"
"443","I'll take my business dinner dollars elsewhere.","Negative"
"444","I'd love to go back.","Positive"
"445","Anyway, this FS restaurant has a wonderful breakfast/lunch.","Positive"
"446","Nothing special.","Negative"
"447","Each day of the week they have a different deal and it's all so delicious!","Positive"
"448","Not to mention the combination of pears, almonds and bacon is a big winner!","Positive"
"449","Will not be back.","Negative"
"450","Sauce was tasteless.","Negative"
"451","The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.","Positive"
"452","My ribeye steak was cooked perfectly and had great mesquite flavor.","Positive"
"453","I don't think we'll be going back anytime soon.","Negative"
"454","Food was so gooodd.","Positive"
"455","I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.","Negative"
"456","I was so insulted.","Negative"
"457","The last 3 times I had lunch here has been bad.","Negative"
"458","The chicken wings contained the driest chicken meat I have ever eaten.","Negative"
"459","The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.","Positive"
"460","Nargile - I think you are great.","Positive"
"461","Best tater tots in the southwest.","Positive"
"462","We loved the place.","Positive"
"463","Definitely not worth the $3 I paid.","Negative"
"464","The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.","Positive"
"465","Im in AZ all the time and now have my new spot.","Positive"
"466","The manager was the worst.","Negative"
"467","The inside is really quite nice and very clean.","Positive"
"468","The food was outstanding and the prices were very reasonable.","Positive"
"469","I don't think I'll be running back to Carly's anytime soon for food.","Negative"
"470","This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.","Negative"
"471","Love the margaritas, too!","Positive"
"472","This was my first and only Vegas buffet and it did not disappoint.","Positive"
"473","Very good, though!","Positive"
"474","The one down note is the ventilation could use some upgrading.","Negative"
"475","Great pork sandwich.","Positive"
"476","Don't waste your time here.","Negative"
"477","Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.","Negative"
"478","Third, the cheese on my friend's burger was cold.","Negative"
"479","We enjoy their pizza and brunch.","Positive"
"480","The steaks are all well trimmed and also perfectly cooked.","Positive"
"481","We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.","Positive"
"482","I LOVED it!","Positive"
"483","We asked for the bill to leave without eating and they didn't bring that either.","Negative"
"484","This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.","Positive"
"485","Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.","Negative"
"486","The selection of food was not the best.","Negative"
"487","Delicious and I will absolutely be back!","Positive"
